plate,well,component_no,component,ot2_label,vol,transfervol,cumvol
P2,E9,component4,11,malt_extract,4,2,4
P2,F9,component4,11,malt_extract,4,2,8
P2,G9,component4,11,malt_extract,4,2,12
P2,H9,component4,11,malt_extract,4,2,16
P2,A10,component4,11,malt_extract,4,2,20
P2,B10,component4,11,malt_extract,4,2,24
P2,C10,component4,11,malt_extract,4,2,28
P2,D10,component4,11,malt_extract,4,2,32
P2,E10,component4,11,malt_extract,4,2,36
P2,F10,component4,11,malt_extract,4,2,40
P2,G10,component4,11,malt_extract,4,2,44
P2,H10,component4,11,malt_extract,4,2,48
P2,A11,component4,11,malt_extract,4,2,52
P2,B11,component4,11,malt_extract,4,2,56
P2,C11,component4,11,malt_extract,4,2,60
P2,D11,component4,11,malt_extract,4,2,64
P2,E11,component4,11,malt_extract,4,2,68
P2,F11,component4,11,malt_extract,4,2,72
P2,G11,component4,11,malt_extract,4,2,76
P2,H11,component4,11,malt_extract,4,2,80
P2,A12,component4,11,malt_extract,4,2,84
P2,B12,component4,11,malt_extract,4,2,88
P2,C12,component4,11,malt_extract,4,2,92
P2,D12,component4,11,malt_extract,4,2,96
P2,E12,component4,11,malt_extract,4,2,100
P2,F12,component4,11,malt_extract,4,2,104
P2,G12,component4,11,malt_extract,4,2,108
P2,H12,component4,11,malt_extract,4,2,112
P2,C9,component3,6,glycerol,4,2,252
P2,D9,component3,6,glycerol,4,2,256
P2,B10,component1,6,glycerol,4,2,260
P2,G10,component2,6,glycerol,4,2,264
P2,C11,component2,6,glycerol,4,2,268
P2,F11,component2,6,glycerol,4,2,272
P2,H11,component2,6,glycerol,4,2,276
P2,A12,component2,6,glycerol,4,2,280
P2,E12,component3,6,glycerol,4,2,284
P2,H12,component3,6,glycerol,4,2,288
P3,A1,component4,11,malt_extract,4,2,116
P3,B1,component4,11,malt_extract,4,2,120
P3,C1,component4,11,malt_extract,4,2,124
P3,D1,component4,11,malt_extract,4,2,128
P3,E1,component4,11,malt_extract,4,2,132
P3,F1,component4,11,malt_extract,4,2,136
P3,G1,component4,11,malt_extract,4,2,140
P3,H1,component4,11,malt_extract,4,2,144
P3,A2,component4,11,malt_extract,4,2,148
P3,B2,component4,11,malt_extract,4,2,152
P3,C2,component4,11,malt_extract,4,2,156
P3,D2,component4,11,malt_extract,4,2,160
P3,E2,component4,11,malt_extract,4,2,164
P3,B1,component3,6,glycerol,4,2,292
P3,C1,component3,6,glycerol,4,2,296
P3,F1,component3,6,glycerol,4,2,300
P3,H1,component3,6,glycerol,4,2,304
P3,A2,component3,6,glycerol,4,2,308
P3,C2,component3,6,glycerol,4,2,312
P3,D2,component3,6,glycerol,4,2,316
P3,E2,component3,6,glycerol,4,2,320
P3,C3,component1,6,glycerol,4,2,324
P3,H3,component2,6,glycerol,4,2,328
P3,D4,component2,6,glycerol,4,2,332
P3,G4,component2,6,glycerol,4,2,336
P3,A5,component2,6,glycerol,4,2,340
P3,B5,component2,6,glycerol,4,2,344
P3,F5,component3,6,glycerol,4,2,348
P3,A6,component3,6,glycerol,4,2,352
P3,C6,component3,6,glycerol,4,2,356
P3,D6,component3,6,glycerol,4,2,360
P3,G6,component3,6,glycerol,4,2,364
P3,A7,component3,6,glycerol,4,2,368
P3,B7,component3,6,glycerol,4,2,372
P3,D7,component3,6,glycerol,4,2,376
P3,E7,component3,6,glycerol,4,2,380
P3,F7,component3,6,glycerol,4,2,384
P3,D8,component1,6,glycerol,4,2,388
P3,A9,component2,6,glycerol,4,2,392
P3,E9,component2,6,glycerol,4,2,396
P3,H9,component2,6,glycerol,4,2,400
P3,B10,component2,6,glycerol,4,2,404
P3,C10,component2,6,glycerol,4,2,408
P3,G10,component3,6,glycerol,4,2,412
P3,B11,component3,6,glycerol,4,2,416
P3,D11,component3,6,glycerol,4,2,420
P3,E11,component3,6,glycerol,4,2,424
P3,H11,component3,6,glycerol,4,2,428
P3,B12,component3,6,glycerol,4,2,432
P3,C12,component3,6,glycerol,4,2,436
P3,E12,component3,6,glycerol,4,2,440
P3,F12,component3,6,glycerol,4,2,444
P3,G12,component3,6,glycerol,4,2,448
P3,C5,component4,7,yeast_extract,4,2,252
P3,D5,component4,7,yeast_extract,4,2,256
P3,E5,component4,7,yeast_extract,4,2,260
P3,F5,component4,7,yeast_extract,4,2,264
P3,G5,component4,7,yeast_extract,4,2,268
P3,H5,component4,7,yeast_extract,4,2,272
P3,A6,component4,7,yeast_extract,4,2,276
P3,B6,component4,7,yeast_extract,4,2,280
P3,C6,component4,7,yeast_extract,4,2,284
P3,D6,component4,7,yeast_extract,4,2,288
P3,E6,component4,7,yeast_extract,4,2,292
P3,F6,component4,7,yeast_extract,4,2,296
P3,G6,component4,7,yeast_extract,4,2,300
P3,H6,component4,7,yeast_extract,4,2,304
P3,A7,component4,7,yeast_extract,4,2,308
P3,B7,component4,7,yeast_extract,4,2,312
P3,C7,component4,7,yeast_extract,4,2,316
P3,D7,component4,7,yeast_extract,4,2,320
P3,E7,component4,7,yeast_extract,4,2,324
P3,F7,component4,7,yeast_extract,4,2,328
P3,G7,component4,7,yeast_extract,4,2,332
P3,H7,component4,7,yeast_extract,4,2,336
P3,A8,component4,7,yeast_extract,4,2,340
P3,B8,component4,7,yeast_extract,4,2,344
P3,C8,component4,7,yeast_extract,4,2,348
P3,D8,component4,7,yeast_extract,4,2,352
P3,E8,component4,7,yeast_extract,4,2,356
P3,F8,component4,7,yeast_extract,4,2,360
P3,G8,component4,7,yeast_extract,4,2,364
P3,H8,component4,7,yeast_extract,4,2,368
P3,A9,component4,7,yeast_extract,4,2,372
P3,B9,component4,7,yeast_extract,4,2,376
P3,C9,component4,7,yeast_extract,4,2,380
P3,D9,component4,7,yeast_extract,4,2,384
P3,E9,component4,7,yeast_extract,4,2,388
P3,F9,component4,7,yeast_extract,4,2,392
P3,G9,component4,7,yeast_extract,4,2,396
P3,H9,component4,7,yeast_extract,4,2,400
P3,A10,component4,7,yeast_extract,4,2,404
P3,B10,component4,7,yeast_extract,4,2,408
P3,C10,component4,7,yeast_extract,4,2,412
P3,D10,component4,7,yeast_extract,4,2,416
P3,E10,component4,7,yeast_extract,4,2,420
P3,F10,component4,7,yeast_extract,4,2,424
P3,G10,component4,7,yeast_extract,4,2,428
P3,H10,component4,7,yeast_extract,4,2,432
P3,A11,component4,7,yeast_extract,4,2,436
P3,B11,component4,7,yeast_extract,4,2,440
P3,C11,component4,7,yeast_extract,4,2,444
P3,D11,component4,7,yeast_extract,4,2,448
P3,E11,component4,7,yeast_extract,4,2,452
P3,F11,component4,7,yeast_extract,4,2,456
P3,G11,component4,7,yeast_extract,4,2,460
P3,H11,component4,7,yeast_extract,4,2,464
P3,A12,component4,7,yeast_extract,4,2,468
P3,B12,component4,7,yeast_extract,4,2,472
P3,C12,component4,7,yeast_extract,4,2,476
P3,D12,component4,7,yeast_extract,4,2,480
P3,E12,component4,7,yeast_extract,4,2,484
P3,F12,component4,7,yeast_extract,4,2,488
P3,G12,component4,7,yeast_extract,4,2,492
P3,H12,component4,7,yeast_extract,4,2,496
P4,D4,component1,1,glucose,2,2,252
P4,E4,component1,1,glucose,2,2,254
P4,F4,component1,1,glucose,2,2,256
P4,A6,component1,1,glucose,2,2,258
P4,G6,component1,1,glucose,2,2,260
P4,H6,component1,1,glucose,2,2,262
P4,A7,component1,1,glucose,2,2,264
P4,B7,component1,1,glucose,2,2,266
P4,C7,component1,1,glucose,2,2,268
P4,F8,component1,1,glucose,2,2,270
P4,G8,component1,1,glucose,2,2,272
P4,H8,component1,1,glucose,2,2,274
P4,A9,component1,1,glucose,2,2,276
P4,B9,component1,1,glucose,2,2,278
P4,C9,component1,1,glucose,2,2,280
P4,D9,component1,1,glucose,2,2,282
P4,E9,component1,1,glucose,2,2,284
P4,F9,component1,1,glucose,2,2,286
P4,G9,component1,1,glucose,2,2,288
P4,B11,component1,1,glucose,2,2,290
P4,H11,component1,1,glucose,2,2,292
P4,A12,component1,1,glucose,2,2,294
P4,B12,component1,1,glucose,2,2,296
P4,C12,component1,1,glucose,2,2,298
P4,D12,component1,1,glucose,2,2,300
P4,A6,component5,11,malt_extract,4,2,168
P4,B6,component5,11,malt_extract,4,2,172
P4,C6,component5,11,malt_extract,4,2,176
P4,D6,component5,11,malt_extract,4,2,180
P4,E6,component5,11,malt_extract,4,2,184
P4,F6,component5,11,malt_extract,4,2,188
P4,G6,component5,11,malt_extract,4,2,192
P4,H6,component5,11,malt_extract,4,2,196
P4,A7,component5,11,malt_extract,4,2,200
P4,B7,component5,11,malt_extract,4,2,204
P4,C7,component5,11,malt_extract,4,2,208
P4,D7,component5,11,malt_extract,4,2,212
P4,E7,component5,11,malt_extract,4,2,216
P4,F7,component5,11,malt_extract,4,2,220
P4,G7,component5,11,malt_extract,4,2,224
P4,H7,component5,11,malt_extract,4,2,228
P4,A8,component5,11,malt_extract,4,2,232
P4,B8,component5,11,malt_extract,4,2,236
P4,C8,component5,11,malt_extract,4,2,240
P4,D8,component5,11,malt_extract,4,2,244
P4,E8,component5,11,malt_extract,4,2,248
P4,F8,component5,11,malt_extract,4,2,252
P4,G8,component5,11,malt_extract,4,2,256
P4,H8,component5,11,malt_extract,4,2,260
P4,A9,component5,11,malt_extract,4,2,264
P4,B9,component5,11,malt_extract,4,2,268
P4,C9,component5,11,malt_extract,4,2,272
P4,D9,component5,11,malt_extract,4,2,276
P4,E9,component5,11,malt_extract,4,2,280
P4,F9,component5,11,malt_extract,4,2,284
P4,G9,component5,11,malt_extract,4,2,288
P4,H9,component5,11,malt_extract,4,2,292
P4,A10,component5,11,malt_extract,4,2,296
P4,B10,component5,11,malt_extract,4,2,300
P4,C10,component5,11,malt_extract,4,2,304
P4,D10,component5,11,malt_extract,4,2,308
P4,E10,component5,11,malt_extract,4,2,312
P4,F10,component5,11,malt_extract,4,2,316
P4,G10,component5,11,malt_extract,4,2,320
P4,H10,component5,11,malt_extract,4,2,324
P4,A11,component5,11,malt_extract,4,2,328
P4,B5,component1,2,k2hpo4,2,2,252
P4,C5,component1,2,k2hpo4,2,2,254
P4,D5,component1,2,k2hpo4,2,2,256
P4,B6,component1,2,k2hpo4,2,2,258
P4,G6,component2,2,k2hpo4,2,2,260
P4,D7,component1,2,k2hpo4,2,2,262
P4,E7,component1,2,k2hpo4,2,2,264
P4,F7,component1,2,k2hpo4,2,2,266
P4,G7,component1,2,k2hpo4,2,2,268
P4,F8,component2,2,k2hpo4,2,2,270
P4,G8,component2,2,k2hpo4,2,2,272
P4,H8,component2,2,k2hpo4,2,2,274
P4,A9,component2,2,k2hpo4,2,2,276
P4,H9,component1,2,k2hpo4,2,2,278
P4,A10,component1,2,k2hpo4,2,2,280
P4,B10,component1,2,k2hpo4,2,2,282
P4,C10,component1,2,k2hpo4,2,2,284
P4,D10,component1,2,k2hpo4,2,2,286
P4,E10,component1,2,k2hpo4,2,2,288
P4,C11,component1,2,k2hpo4,2,2,290
P4,H11,component2,2,k2hpo4,2,2,292
P4,E12,component1,2,k2hpo4,2,2,294
P4,F12,component1,2,k2hpo4,2,2,296
P4,G12,component1,2,k2hpo4,2,2,298
P4,H12,component1,2,k2hpo4,2,2,300
P4,E5,component1,3,mgso4_x_7_h2o,2,2,252
P4,F5,component1,3,mgso4_x_7_h2o,2,2,254
P4,G5,component1,3,mgso4_x_7_h2o,2,2,256
P4,C6,component1,3,mgso4_x_7_h2o,2,2,258
P4,H6,component2,3,mgso4_x_7_h2o,2,2,260
P4,D7,component2,3,mgso4_x_7_h2o,2,2,262
P4,H7,component1,3,mgso4_x_7_h2o,2,2,264
P4,A8,component1,3,mgso4_x_7_h2o,2,2,266
P4,B8,component1,3,mgso4_x_7_h2o,2,2,268
P4,F8,component3,3,mgso4_x_7_h2o,2,2,270
P4,B9,component2,3,mgso4_x_7_h2o,2,2,272
P4,C9,component2,3,mgso4_x_7_h2o,2,2,274
P4,D9,component2,3,mgso4_x_7_h2o,2,2,276
P4,H9,component2,3,mgso4_x_7_h2o,2,2,278
P4,A10,component2,3,mgso4_x_7_h2o,2,2,280
P4,B10,component2,3,mgso4_x_7_h2o,2,2,282
P4,F10,component1,3,mgso4_x_7_h2o,2,2,284
P4,G10,component1,3,mgso4_x_7_h2o,2,2,286
P4,H10,component1,3,mgso4_x_7_h2o,2,2,288
P4,D11,component1,3,mgso4_x_7_h2o,2,2,290
P4,A12,component2,3,mgso4_x_7_h2o,2,2,292
P4,E12,component2,3,mgso4_x_7_h2o,2,2,294
P4,E5,component2,4,nacl,2,2,252
P4,F5,component2,4,nacl,2,2,254
P4,H5,component1,4,nacl,2,2,256
P4,D6,component1,4,nacl,2,2,258
P4,A7,component2,4,nacl,2,2,260
P4,E7,component2,4,nacl,2,2,262
P4,H7,component2,4,nacl,2,2,264
P4,C8,component1,4,nacl,2,2,266
P4,D8,component1,4,nacl,2,2,268
P4,G8,component3,4,nacl,2,2,270
P4,B9,component3,4,nacl,2,2,272
P4,E9,component2,4,nacl,2,2,274
P4,F9,component2,4,nacl,2,2,276
P4,H9,component3,4,nacl,2,2,278
P4,C10,component2,4,nacl,2,2,280
P4,D10,component2,4,nacl,2,2,282
P4,F10,component2,4,nacl,2,2,284
P4,G10,component2,4,nacl,2,2,286
P4,A11,component1,4,nacl,2,2,288
P4,E11,component1,4,nacl,2,2,290
P4,B12,component2,4,nacl,2,2,292
P4,F12,component2,4,nacl,2,2,294
P4,E5,component3,5,l_asparagine,2,2,252
P4,G5,component2,5,l_asparagine,2,2,254
P4,H5,component2,5,l_asparagine,2,2,256
P4,E6,component1,5,l_asparagine,2,2,258
P4,B7,component2,5,l_asparagine,2,2,260
P4,F7,component2,5,l_asparagine,2,2,262
P4,A8,component2,5,l_asparagine,2,2,264
P4,C8,component2,5,l_asparagine,2,2,266
P4,E8,component1,5,l_asparagine,2,2,268
P4,H8,component3,5,l_asparagine,2,2,270
P4,C9,component3,5,l_asparagine,2,2,272
P4,E9,component3,5,l_asparagine,2,2,274
P4,G9,component2,5,l_asparagine,2,2,276
P4,A10,component3,5,l_asparagine,2,2,278
P4,C10,component3,5,l_asparagine,2,2,280
P4,E10,component2,5,l_asparagine,2,2,282
P4,F10,component3,5,l_asparagine,2,2,284
P4,H10,component2,5,l_asparagine,2,2,286
P4,A11,component2,5,l_asparagine,2,2,288
P4,F11,component1,5,l_asparagine,2,2,290
P4,C12,component2,5,l_asparagine,2,2,292
P4,G12,component2,5,l_asparagine,2,2,294
P4,E1,component1,6,glycerol,4,2,452
P4,B2,component2,6,glycerol,4,2,456
P4,F2,component2,6,glycerol,4,2,460
P4,A3,component2,6,glycerol,4,2,464
P4,C3,component2,6,glycerol,4,2,468
P4,D3,component2,6,glycerol,4,2,472
P4,H3,component3,6,glycerol,4,2,476
P4,C4,component3,6,glycerol,4,2,480
P4,E4,component3,6,glycerol,4,2,484
P4,F4,component3,6,glycerol,4,2,488
P4,A5,component3,6,glycerol,4,2,492
P4,C5,component3,6,glycerol,4,2,496
P4,D5,component3,6,glycerol,4,2,500
P4,F5,component3,6,glycerol,4,2,504
P4,G5,component3,6,glycerol,4,2,508
P4,H5,component3,6,glycerol,4,2,512
P4,F6,component1,6,glycerol,4,2,516
P4,C7,component2,6,glycerol,4,2,520
P4,G7,component2,6,glycerol,4,2,524
P4,B8,component2,6,glycerol,4,2,528
P4,D8,component2,6,glycerol,4,2,532
P4,E8,component2,6,glycerol,4,2,536
P4,A9,component3,6,glycerol,4,2,540
P4,D9,component3,6,glycerol,4,2,544
P4,F9,component3,6,glycerol,4,2,548
P4,G9,component3,6,glycerol,4,2,552
P4,B10,component3,6,glycerol,4,2,556
P4,D10,component3,6,glycerol,4,2,560
P4,E10,component3,6,glycerol,4,2,564
P4,G10,component3,6,glycerol,4,2,568
P4,H10,component3,6,glycerol,4,2,572
P4,A11,component3,6,glycerol,4,2,576
P4,G11,component1,6,glycerol,4,2,580
P4,D12,component2,6,glycerol,4,2,584
P4,H12,component2,6,glycerol,4,2,588
P4,A1,component4,7,yeast_extract,4,2,500
P4,B1,component4,7,yeast_extract,4,2,504
P4,C1,component4,7,yeast_extract,4,2,508
P4,D1,component4,7,yeast_extract,4,2,512
P4,E1,component4,7,yeast_extract,4,2,516
P4,F1,component4,7,yeast_extract,4,2,520
P4,G1,component4,7,yeast_extract,4,2,524
P4,H1,component4,7,yeast_extract,4,2,528
P4,A2,component4,7,yeast_extract,4,2,532
P4,B2,component4,7,yeast_extract,4,2,536
P4,C2,component4,7,yeast_extract,4,2,540
P4,D2,component4,7,yeast_extract,4,2,544
P4,E2,component4,7,yeast_extract,4,2,548
P4,F2,component4,7,yeast_extract,4,2,552
P4,G2,component4,7,yeast_extract,4,2,556
P4,H2,component4,7,yeast_extract,4,2,560
P4,A3,component4,7,yeast_extract,4,2,564
P4,B3,component4,7,yeast_extract,4,2,568
P4,C3,component4,7,yeast_extract,4,2,572
P4,D3,component4,7,yeast_extract,4,2,576
P4,E3,component4,7,yeast_extract,4,2,580
P4,F3,component4,7,yeast_extract,4,2,584
P4,G3,component4,7,yeast_extract,4,2,588
P4,H3,component4,7,yeast_extract,4,2,592
P4,A4,component4,7,yeast_extract,4,2,596
P4,B4,component4,7,yeast_extract,4,2,600
P4,C4,component4,7,yeast_extract,4,2,604
P4,D4,component4,7,yeast_extract,4,2,608
P4,E4,component4,7,yeast_extract,4,2,612
P4,F4,component4,7,yeast_extract,4,2,616
P4,G4,component4,7,yeast_extract,4,2,620
P4,H4,component4,7,yeast_extract,4,2,624
P4,A5,component4,7,yeast_extract,4,2,628
P4,B5,component4,7,yeast_extract,4,2,632
P4,C5,component4,7,yeast_extract,4,2,636
P4,D5,component4,7,yeast_extract,4,2,640
P4,E5,component4,7,yeast_extract,4,2,644
P4,F5,component4,7,yeast_extract,4,2,648
P4,G5,component4,7,yeast_extract,4,2,652
P4,H5,component4,7,yeast_extract,4,2,656
P4,A6,component4,7,yeast_extract,4,2,660
P4,B6,component4,7,yeast_extract,4,2,664
P4,C6,component4,7,yeast_extract,4,2,668
P4,D6,component4,7,yeast_extract,4,2,672
P4,E6,component4,7,yeast_extract,4,2,676
P4,F6,component4,7,yeast_extract,4,2,680
P4,G6,component4,7,yeast_extract,4,2,684
P4,H6,component4,7,yeast_extract,4,2,688
P4,A7,component4,7,yeast_extract,4,2,692
P4,B7,component4,7,yeast_extract,4,2,696
P4,C7,component4,7,yeast_extract,4,2,700
P4,D7,component4,7,yeast_extract,4,2,704
P4,E7,component4,7,yeast_extract,4,2,708
P4,F7,component4,7,yeast_extract,4,2,712
P4,G7,component4,7,yeast_extract,4,2,716
P4,H7,component4,7,yeast_extract,4,2,720
P4,A8,component4,7,yeast_extract,4,2,724
P4,B8,component4,7,yeast_extract,4,2,728
P4,C8,component4,7,yeast_extract,4,2,732
P4,D8,component4,7,yeast_extract,4,2,736
P4,E8,component4,7,yeast_extract,4,2,740
P4,F8,component4,7,yeast_extract,4,2,744
P4,G8,component4,7,yeast_extract,4,2,748
P4,H8,component4,7,yeast_extract,4,2,752
P4,A9,component4,7,yeast_extract,4,2,756
P4,B9,component4,7,yeast_extract,4,2,760
P4,C9,component4,7,yeast_extract,4,2,764
P4,D9,component4,7,yeast_extract,4,2,768
P4,E9,component4,7,yeast_extract,4,2,772
P4,F9,component4,7,yeast_extract,4,2,776
P4,G9,component4,7,yeast_extract,4,2,780
P4,H9,component4,7,yeast_extract,4,2,784
P4,A10,component4,7,yeast_extract,4,2,788
P4,B10,component4,7,yeast_extract,4,2,792
P4,C10,component4,7,yeast_extract,4,2,796
P4,D10,component4,7,yeast_extract,4,2,800
P4,E10,component4,7,yeast_extract,4,2,804
P4,F10,component4,7,yeast_extract,4,2,808
P4,G10,component4,7,yeast_extract,4,2,812
P4,H10,component4,7,yeast_extract,4,2,816
P4,A11,component4,7,yeast_extract,4,2,820
P5,G1,component1,1,glucose,2,2,302
P5,H1,component1,1,glucose,2,2,304
P5,A2,component1,1,glucose,2,2,306
P5,B2,component1,1,glucose,2,2,308
P5,C2,component1,1,glucose,2,2,310
P5,D2,component1,1,glucose,2,2,312
P5,E2,component1,1,glucose,2,2,314
P5,F2,component1,1,glucose,2,2,316
P5,G2,component1,1,glucose,2,2,318
P5,H2,component1,1,glucose,2,2,320
P5,C4,component1,1,glucose,2,2,322
P5,A5,component1,1,glucose,2,2,324
P5,B5,component1,1,glucose,2,2,326
P5,C5,component1,1,glucose,2,2,328
P5,D5,component1,1,glucose,2,2,330
P5,E5,component1,1,glucose,2,2,332
P5,H6,component1,1,glucose,2,2,334
P5,A7,component1,1,glucose,2,2,336
P5,B7,component1,1,glucose,2,2,338
P5,C7,component1,1,glucose,2,2,340
P5,D7,component1,1,glucose,2,2,342
P5,E7,component1,1,glucose,2,2,344
P5,F7,component1,1,glucose,2,2,346
P5,G7,component1,1,glucose,2,2,348
P5,H7,component1,1,glucose,2,2,350
P5,A8,component1,1,glucose,2,2,352
P5,D9,component1,1,glucose,2,2,354
P5,B10,component1,1,glucose,2,2,356
P5,C10,component1,1,glucose,2,2,358
P5,D10,component1,1,glucose,2,2,360
P5,E10,component1,1,glucose,2,2,362
P5,F10,component1,1,glucose,2,2,364
P5,A12,component1,1,glucose,2,2,366
P5,B12,component1,1,glucose,2,2,368
P5,C12,component1,1,glucose,2,2,370
P5,D12,component1,1,glucose,2,2,372
P5,E12,component1,1,glucose,2,2,374
P5,F12,component1,1,glucose,2,2,376
P5,G12,component1,1,glucose,2,2,378
P5,H12,component1,1,glucose,2,2,380
P5,D9,component5,11,malt_extract,4,2,332
P5,E9,component5,11,malt_extract,4,2,336
P5,F9,component5,11,malt_extract,4,2,340
P5,G9,component5,11,malt_extract,4,2,344
P5,H9,component5,11,malt_extract,4,2,348
P5,A10,component5,11,malt_extract,4,2,352
P5,B10,component5,11,malt_extract,4,2,356
P5,C10,component5,11,malt_extract,4,2,360
P5,D10,component5,11,malt_extract,4,2,364
P5,E10,component5,11,malt_extract,4,2,368
P5,F10,component5,11,malt_extract,4,2,372
P5,G10,component5,11,malt_extract,4,2,376
P5,H10,component5,11,malt_extract,4,2,380
P5,A11,component5,11,malt_extract,4,2,384
P5,B11,component5,11,malt_extract,4,2,388
P5,C11,component5,11,malt_extract,4,2,392
P5,D11,component5,11,malt_extract,4,2,396
P5,E11,component5,11,malt_extract,4,2,400
P5,F11,component5,11,malt_extract,4,2,404
P5,G11,component5,11,malt_extract,4,2,408
P5,H11,component5,11,malt_extract,4,2,412
P5,A12,component5,11,malt_extract,4,2,416
P5,B12,component5,11,malt_extract,4,2,420
P5,C12,component5,11,malt_extract,4,2,424
P5,D12,component5,11,malt_extract,4,2,428
P5,E12,component5,11,malt_extract,4,2,432
P5,F12,component5,11,malt_extract,4,2,436
P5,G12,component5,11,malt_extract,4,2,440
P5,H12,component5,11,malt_extract,4,2,444
P5,G1,component2,2,k2hpo4,2,2,302
P5,H1,component2,2,k2hpo4,2,2,304
P5,A2,component2,2,k2hpo4,2,2,306
P5,B2,component2,2,k2hpo4,2,2,308
P5,A3,component1,2,k2hpo4,2,2,310
P5,B3,component1,2,k2hpo4,2,2,312
P5,C3,component1,2,k2hpo4,2,2,314
P5,D3,component1,2,k2hpo4,2,2,316
P5,E3,component1,2,k2hpo4,2,2,318
P5,F3,component1,2,k2hpo4,2,2,320
P5,D4,component1,2,k2hpo4,2,2,322
P5,A5,component2,2,k2hpo4,2,2,324
P5,F5,component1,2,k2hpo4,2,2,326
P5,G5,component1,2,k2hpo4,2,2,328
P5,H5,component1,2,k2hpo4,2,2,330
P5,A6,component1,2,k2hpo4,2,2,332
P5,H6,component2,2,k2hpo4,2,2,334
P5,A7,component2,2,k2hpo4,2,2,336
P5,B7,component2,2,k2hpo4,2,2,338
P5,C7,component2,2,k2hpo4,2,2,340
P5,B8,component1,2,k2hpo4,2,2,342
P5,C8,component1,2,k2hpo4,2,2,344
P5,D8,component1,2,k2hpo4,2,2,346
P5,E8,component1,2,k2hpo4,2,2,348
P5,F8,component1,2,k2hpo4,2,2,350
P5,G8,component1,2,k2hpo4,2,2,352
P5,E9,component1,2,k2hpo4,2,2,354
P5,B10,component2,2,k2hpo4,2,2,356
P5,G10,component1,2,k2hpo4,2,2,358
P5,H10,component1,2,k2hpo4,2,2,360
P5,A11,component1,2,k2hpo4,2,2,362
P5,B11,component1,2,k2hpo4,2,2,364
P5,A12,component2,2,k2hpo4,2,2,366
P5,B12,component2,2,k2hpo4,2,2,368
P5,C12,component2,2,k2hpo4,2,2,370
P5,D12,component2,2,k2hpo4,2,2,372
P5,A1,component1,3,mgso4_x_7_h2o,2,2,296
P5,B1,component1,3,mgso4_x_7_h2o,2,2,298
P5,C1,component1,3,mgso4_x_7_h2o,2,2,300
P5,G1,component3,3,mgso4_x_7_h2o,2,2,302
P5,C2,component2,3,mgso4_x_7_h2o,2,2,304
P5,D2,component2,3,mgso4_x_7_h2o,2,2,306
P5,E2,component2,3,mgso4_x_7_h2o,2,2,308
P5,A3,component2,3,mgso4_x_7_h2o,2,2,310
P5,B3,component2,3,mgso4_x_7_h2o,2,2,312
P5,C3,component2,3,mgso4_x_7_h2o,2,2,314
P5,G3,component1,3,mgso4_x_7_h2o,2,2,316
P5,H3,component1,3,mgso4_x_7_h2o,2,2,318
P5,A4,component1,3,mgso4_x_7_h2o,2,2,320
P5,E4,component1,3,mgso4_x_7_h2o,2,2,322
P5,B5,component2,3,mgso4_x_7_h2o,2,2,324
P5,F5,component2,3,mgso4_x_7_h2o,2,2,326
P5,B6,component1,3,mgso4_x_7_h2o,2,2,328
P5,C6,component1,3,mgso4_x_7_h2o,2,2,330
P5,D6,component1,3,mgso4_x_7_h2o,2,2,332
P5,H6,component3,3,mgso4_x_7_h2o,2,2,334
P5,D7,component2,3,mgso4_x_7_h2o,2,2,336
P5,E7,component2,3,mgso4_x_7_h2o,2,2,338
P5,F7,component2,3,mgso4_x_7_h2o,2,2,340
P5,B8,component2,3,mgso4_x_7_h2o,2,2,342
P5,C8,component2,3,mgso4_x_7_h2o,2,2,344
P5,D8,component2,3,mgso4_x_7_h2o,2,2,346
P5,H8,component1,3,mgso4_x_7_h2o,2,2,348
P5,A9,component1,3,mgso4_x_7_h2o,2,2,350
